# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.05618e-05 to 220.714 h/Mpc,
# number of wavenumbers equal to 596
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_m                   10:d_tot                 11:phi                   12:psi                   13:h                     14:h_prime               15:eta                   16:eta_prime             17:H_T_Nb_prime          18:k2gamma_Nb            19:t_g                   20:t_b                   21:t_ur                  22:t_ncdm[0]             23:t_ncdm[1]             24:t_ncdm[2]             25:t_tot              
       5.055187549639e-05      -3.644259294076e-04      -2.733457777891e-04      -2.733459994299e-04      -3.644217106351e-04      -3.087108257254e-04      -3.087108257254e-04      -3.087108257254e-04      -2.778186588827e-04      -2.755399751109e-04       6.111846727828e-01       5.977240454477e-01       5.466919988598e-04       7.384305891912e-07       9.999904383148e-01      -6.201157101974e-09       2.008346694958e-08      -1.023725212524e-11      -8.015531897402e-11      -7.060635078094e-14      -8.542464360358e-11      -5.086615814969e-11      -5.086615814969e-11      -5.086615814969e-11      -2.870478872295e-12 
       5.293431198978e-05      -3.995811206129e-04      -2.997174968435e-04      -2.997177633113e-04      -3.995760486185e-04      -3.384919166586e-04      -3.384919166586e-04      -3.384919166586e-04      -3.046218545164e-04      -3.021232928202e-04       6.111839851463e-01       5.977235497313e-01       5.994355266227e-04       8.096723065862e-07       9.999895158386e-01      -6.799387623261e-09       2.202083295856e-08      -1.122484529613e-11      -9.636725647821e-11      -8.488623181242e-14      -1.027021977857e-10      -6.115417109170e-11      -6.115417109170e-11      -6.115417109170e-11      -3.451051871472e-12 
       5.542902925593e-05      -4.381272154763e-04      -3.286334707359e-04      -3.286337911069e-04      -4.381211176457e-04      -3.711456694639e-04      -3.711456694639e-04      -3.711456694639e-04      -3.340109230223e-04      -3.312712610902e-04       6.111832202861e-01       5.977230008924e-01       6.572675822137e-04       8.877871592822e-07       9.999885043716e-01      -7.455329883255e-09       2.414505758738e-08      -1.230770611990e-11      -1.158580089902e-10      -1.020584068429e-13      -1.234741315365e-10      -7.352295530479e-11      -7.352295530479e-11      -7.352295530479e-11      -4.149045751193e-12 
       5.804131892463e-05      -4.803912046092e-04      -3.603391603562e-04      -3.603395455219e-04      -4.803838735074e-04      -4.069491238686e-04      -4.069491238686e-04      -4.069491238686e-04      -3.662353347294e-04      -3.632313047372e-04       6.111823852605e-01       5.977223999282e-01       7.206790910438e-04       9.734382114176e-07       9.999873953329e-01      -8.174537905741e-09       2.647416405917e-08      -1.349501946470e-11      -1.392908081424e-10      -1.226992199210e-13      -1.484471575022e-10      -8.839334089919e-11      -8.839334089919e-11      -8.839334089919e-11      -4.988209459330e-12 
       6.077672201251e-05      -5.267315872352e-04      -3.951037019905e-04      -3.951041650625e-04      -5.267227734414e-04      -4.462060197207e-04      -4.462060197207e-04      -4.462060197207e-04      -4.015686277768e-04      -3.982747126704e-04       6.111814709131e-01       5.977217419637e-01       7.902083301251e-04       1.067352510402e-06       9.999861792958e-01      -8.963121724438e-09       2.902790493135e-08      -1.479685991759e-11      -1.674628592878e-10      -1.475174419433e-13      -1.784708855300e-10      -1.062712558129e-10      -1.062712558129e-10      -1.062712558129e-10      -5.997093614555e-12 
       6.364104067625e-05      -5.775414135934e-04      -4.332221981973e-04      -4.332227549349e-04      -5.775308172392e-04      -4.892493762312e-04      -4.892493762312e-04      -4.892493762312e-04      -4.403107270469e-04      -4.366989468245e-04       6.111804684448e-01       5.977210215866e-01       8.664455098698e-04       1.170327231387e-06       9.999848459478e-01      -9.827771710284e-09       3.182793646521e-08      -1.622427296291e-11      -2.013326061731e-10      -1.773558233240e-13      -2.145667569292e-10      -1.277649436720e-10      -1.277649436720e-10      -1.277649436720e-10      -7.210021687482e-12 
       6.664035051977e-05      -6.332516030543e-04      -4.750182170955e-04      -4.750188864393e-04      -6.332388636624e-04      -5.364443049822e-04      -5.364443049822e-04      -5.364443049822e-04      -4.827904881659e-04      -4.788301611763e-04       6.111793694093e-01       5.977202306220e-01       9.500377728785e-04       1.283236463102e-06       9.999833839723e-01      -1.077581995915e-08       3.489800440921e-08      -1.778936678239e-11      -2.420523852574e-10      -2.132278734015e-13      -2.579627665122e-10      -1.536056592649e-10      -1.536056592649e-10      -1.536056592649e-10      -8.668260025205e-12 
       6.978101348137e-05      -6.943345897864e-04      -5.208465394190e-04      -5.208473441440e-04      -6.943192739658e-04      -5.881911008306e-04      -5.881911008306e-04      -5.881911008306e-04      -5.293684887644e-04      -5.250259704455e-04       6.111781583972e-01       5.977193575889e-01       1.041694688288e-03       1.407038621704e-06       9.999817809611e-01      -1.181531402560e-08       3.826413831434e-08      -1.950541849326e-11      -2.910074812385e-10      -2.563538464230e-13      -3.101352227592e-10      -1.846725226430e-10      -1.846725226430e-10      -1.846725226430e-10      -1.042141823425e-11 
       7.306969132827e-05      -7.613083346974e-04      -5.710961830033e-04      -5.710971504912e-04      -7.612899214137e-04      -6.449286437074e-04      -6.449286437074e-04      -6.449286437074e-04      -5.804401028235e-04      -5.756784983458e-04       6.111768345296e-01       5.977184048837e-01       1.142194300982e-03       1.542784531191e-06       9.999800233110e-01      -1.295506769326e-08       4.195487595075e-08      -2.138698507896e-11      -3.498633180114e-10      -3.082032409970e-13      -3.728589633872e-10      -2.220224377652e-10      -2.220224377652e-10      -2.220224377652e-10      -1.252913867942e-11 
       7.651335978710e-05      -8.347406739322e-04      -6.261936827646e-04      -6.261948459490e-04      -8.347185368214e-04      -7.071380861691e-04      -7.071380861691e-04      -7.071380861691e-04      -6.364388332021e-04      -6.312176833037e-04       6.111753849129e-01       5.977173621806e-01       1.252389691898e-03       1.691626423514e-06       9.999780960859e-01      -1.420473890760e-08       4.600150391731e-08      -2.345002505336e-11      -4.206221354944e-10      -3.705441158745e-13      -4.482676752232e-10      -2.669260211006e-10      -2.669260211006e-10      -2.669260211006e-10      -1.506312524021e-11 
       8.011932334036e-05      -9.152541239690e-04      -6.866067169377e-04      -6.866081153943e-04      -9.152275099869e-04      -7.753469284918e-04      -7.753469284918e-04      -7.753469284918e-04      -6.978399952478e-04      -6.921149330383e-04       6.111737912255e-01       5.977162139803e-01       1.373216230789e-03       1.854827690944e-06       9.999759829608e-01      -1.557494809621e-08       5.043832102180e-08      -2.571203414998e-11      -5.056910334503e-10      -4.454898226367e-13      -5.389265774583e-10      -3.209108579139e-10      -3.209108579139e-10      -3.209108579139e-10      -1.810957972313e-11 
       8.389523072022e-05      -1.003531161591e-03      -7.528480939357e-04      -7.528497752323e-04      -1.003499165506e-03      -8.501334970340e-04      -8.501334970340e-04      -8.501334970340e-04      -7.651647702056e-04      -7.588871425787e-04       6.111720486132e-01       5.977149589621e-01       1.505699550465e-03       2.033773534202e-06       9.999736659938e-01      -1.707729904813e-08       5.530292794598e-08      -2.819219489022e-11      -6.079638685000e-10      -5.355883989067e-13      -6.479194672943e-10      -3.858133826838e-10      -3.858133826838e-10      -3.858133826838e-10      -2.177213532736e-11 
       8.784909113245e-05      -1.100319945011e-03      -8.254800752034e-04      -8.254820965844e-04      -1.100281478309e-03      -9.321317971193e-04      -9.321317971193e-04      -9.321317971193e-04      -8.389846011446e-04      -8.321010508207e-04       6.111701331203e-01       5.977135813634e-01       1.650964193169e-03       2.229982827537e-06       9.999711255124e-01      -1.872453489868e-08       6.063653538142e-08      -3.091154150792e-11      -7.309192314716e-10      -6.439220974341e-13      -7.789536390928e-10      -4.638413473921e-10      -4.638413473921e-10      -4.638413473921e-10      -2.617537368855e-11 
       9.198929124512e-05      -1.206440656740e-03      -9.051191720869e-04      -9.051216023199e-04      -1.206394411162e-03      -1.022036894935e-03      -1.022036894935e-03      -1.022036894935e-03      -9.199260600268e-04      -9.123780744748e-04       6.111680393268e-01       5.977120753674e-01       1.810243204640e-03       2.445120904981e-06       9.999683399649e-01      -2.053062915073e-08       6.648433581479e-08      -3.389312533622e-11      -8.787398192218e-10      -7.741684708694e-13      -9.364859894797e-10      -5.576489330853e-10      -5.576489330853e-10      -5.576489330853e-10      -3.146907922324e-11 
       9.632461297773e-05      -1.322792382926e-03      -9.924413511455e-04      -9.924442729220e-04      -1.322736785538e-03      -1.120610754092e-03      -1.120610754092e-03      -1.120610754092e-03      -1.008676142449e-03      -1.000399553792e-03       6.111657409235e-01       5.977104210767e-01       1.984888545844e-03       2.681013788010e-06       9.999652857253e-01      -2.251088567793e-08       7.289585634783e-08      -3.716222345020e-11      -1.056453426851e-09      -9.307494242378e-13      -1.125874488426e-09      -6.704269796363e-10      -6.704269796363e-10      -6.704269796363e-10      -3.783330839925e-11 
       1.008642521289e-04      -1.450360712699e-03      -1.088187790661e-03      -1.088191303359e-03      -1.450293873026e-03      -1.228688685660e-03      -1.228688685660e-03      -1.228688685660e-03      -1.105988114755e-03      -1.096912553333e-03       6.111632219304e-01       5.977086055311e-01       2.176382606718e-03       2.939663594109e-06       9.999619368505e-01      -2.468208887570e-08       7.992539569111e-08      -4.074654220239e-11      -1.270104960370e-09      -1.118982137635e-12      -1.353560149891e-09      -8.060113594272e-10      -8.060113594272e-10      -8.060113594272e-10      -4.548453266487e-11 
       1.056178378820e-04      -1.590226045442e-03      -1.193171176899e-03      -1.193175400130e-03      -1.590145689593e-03      -1.347186397644e-03      -1.347186397644e-03      -1.347186397644e-03      -1.212687924616e-03      -1.202736206772e-03       6.111604582933e-01       5.977066195704e-01       2.386350800259e-03       3.223265489008e-06       9.999582649622e-01      -2.706265575335e-08       8.763244389109e-08      -4.467647297591e-11      -1.526959346220e-09      -1.345333069500e-12      -1.627286250389e-09      -9.690135726939e-10      -9.690135726939e-10      -9.690135726939e-10      -5.468295591628e-11 
       1.105954532297e-04      -1.743572612993e-03      -1.308282555201e-03      -1.308287632634e-03      -1.743476008654e-03      -1.477107658079e-03      -1.477107658079e-03      -1.477107658079e-03      -1.329681134896e-03      -1.318768619921e-03       6.111574290432e-01       5.977044394806e-01       2.616575265269e-03       3.534226475890e-06       9.999542389041e-01      -2.967272596771e-08       9.608225344165e-08      -4.898530273006e-11      -1.835753460230e-09      -1.617437047621e-12      -1.956361273174e-09      -1.164977361919e-09      -1.164977361919e-09      -1.164977361919e-09      -6.574143527524e-11 
       1.158076563614e-04      -1.911698498383e-03      -1.434498938449e-03      -1.434505042817e-03      -1.911582360696e-03      -1.619552799365e-03      -1.619552799365e-03      -1.619552799365e-03      -1.457960679301e-03      -1.445994537433e-03       6.111541066972e-01       5.977020485116e-01       2.869010085633e-03       3.875185616564e-06       9.999498244920e-01      -3.253444677966e-08       1.053463114766e-07      -5.370954273338e-11      -2.206988011620e-09      -1.944564032504e-12      -2.351974981792e-09      -1.400567001723e-09      -1.400567001723e-09      -1.400567001723e-09      -7.903603178799e-11 
       1.212655030589e-04      -2.096026492313e-03      -1.572891568086e-03      -1.572898907137e-03      -2.095886872299e-03      -1.775727940606e-03      -1.775727940606e-03      -1.775727940606e-03      -1.598615252328e-03      -1.585493666221e-03       6.111504641939e-01       5.976994270232e-01       3.145797814274e-03       4.249036516454e-06       9.999449842892e-01      -3.567202721593e-08       1.155029800628e-07      -5.888920988228e-11      -2.653286842528e-09      -2.337869813689e-12      -2.827579085421e-09      -1.683794120579e-09      -1.683794120579e-09      -1.683794120579e-09      -9.501884179310e-11 
       1.269805701467e-04      -2.298116035367e-03      -1.724635011794e-03      -1.724643835284e-03      -2.297948185900e-03      -1.946955133671e-03      -1.946955133671e-03      -1.946955133671e-03      -1.752838543703e-03      -1.738449841414e-03       6.111464710960e-01       5.976965533635e-01       3.449287670569e-03       4.658951818020e-06       9.999396772452e-01      -3.911209368565e-08       1.266381398582e-07      -6.456817077560e-11      -3.189825332902e-09      -2.810726853416e-12      -3.399343835337e-09      -2.024289621945e-09      -2.024289621945e-09      -2.024289621945e-09      -1.142333329481e-10 
       1.329649800484e-04      -2.519676259216e-03      -1.891017113926e-03      -1.891027722074e-03      -2.519474473903e-03      -2.134683446018e-03      -2.134683446018e-03      -2.134683446018e-03      -1.921939354634e-03      -1.906161051122e-03       6.111420920616e-01       5.976934019294e-01       3.782055444149e-03       5.108410145609e-06       9.999338583401e-01      -4.288373042890e-08       1.388459084633e-07      -7.079450962076e-11      -3.834845989632e-09      -3.379217520855e-12      -4.086707249759e-09      -2.433631010775e-09      -2.433631010775e-09      -2.433631010775e-09      -1.373328170265e-10 
       1.392314264997e-04      -2.762580292955e-03      -2.073449928882e-03      -2.073462682649e-03      -2.762337712299e-03      -2.340501122335e-03      -2.340501122335e-03      -2.340501122335e-03      -2.107352706696e-03      -2.090050450972e-03       6.111372909328e-01       5.976899465755e-01       4.146925365298e-03       5.601225552074e-06       9.999274782339e-01      -4.701887570045e-08       1.522294292197e-07      -7.762093076288e-11      -4.610278151745e-09      -4.062690471998e-12      -4.913035342424e-09      -2.925735702239e-09      -2.925735702239e-09      -2.925735702239e-09      -1.651026450210e-10 
       1.457932014737e-04      -3.028880897883e-03      -2.273481692288e-03      -2.273497025572e-03      -3.028589276442e-03      -2.566148880373e-03      -2.566148880373e-03      -2.566148880373e-03      -2.310651999773e-03      -2.291678423201e-03       6.111320275284e-01       5.976861578718e-01       4.546994051145e-03       6.141579861105e-06       9.999204828348e-01      -5.155252388687e-08       1.669017292374e-07      -8.510520096165e-11      -5.542482750078e-09      -4.884364694746e-12      -5.906415295572e-09      -3.517333672526e-09      -3.517333672526e-09      -3.517333672526e-09      -1.984868708453e-10 
       1.526642233749e-04      -3.320827574411e-03      -2.492809944434e-03      -2.492828379057e-03      -3.320477000824e-03      -2.813534463777e-03      -2.813534463777e-03      -2.813534463777e-03      -2.533562347521e-03      -2.512755796049e-03       6.111262532385e-01       5.976820029444e-01       4.985656758114e-03       6.734058123059e-06       9.999128126906e-01      -5.652303227965e-08       1.829866363126e-07      -9.331064709781e-11      -6.663145381182e-09      -5.872274012960e-12      -7.100607405969e-09      -4.228534690423e-09      -4.228534690423e-09      -4.228534690423e-09      -2.386202679474e-10 
       1.598590665618e-04      -3.640885287017e-03      -2.733295930931e-03      -2.733318094146e-03      -3.640463847126e-03      -3.084748578958e-03      -3.084748578958e-03      -3.084748578958e-03      -2.777975216999e-03      -2.755158347874e-03       6.111199259553e-01       5.976774491299e-01       5.466636188291e-03       7.383687446294e-06       9.999044030364e-01      -6.197246351415e-08       2.006198666893e-07      -1.023066512963e-10      -8.010357004046e-09      -7.059960995664e-12      -8.536195982766e-09      -5.083514323056e-09      -5.083514323056e-09      -5.083514323056e-09      -2.868669960367e-10 
       1.673929922617e-04      -3.991754926935e-03      -2.996980370792e-03      -2.997007016838e-03      -3.991248300834e-03      -3.382082318662e-03      -3.382082318662e-03      -3.382082318662e-03      -3.045964417088e-03      -3.020942688366e-03       6.111129872587e-01       5.976724549037e-01       5.994014033677e-03       8.095979612029e-06       9.998951823373e-01      -6.794684518712e-08       2.199500751612e-07      -1.121692719813e-10      -9.629900485053e-09      -8.487889921616e-12      -1.026195711853e-08      -6.111328821376e-09      -6.111328821376e-09      -6.111328821376e-09      -3.448666825577e-10 
       1.752819809409e-04      -4.376395700768e-03      -3.286100763438e-03      -3.286132798921e-03      -4.375786677089e-03      -3.708046234862e-03      -3.708046234862e-03      -3.708046234862e-03      -3.339803707404e-03      -3.312363687066e-03       6.111053799523e-01       5.976669794471e-01       6.572265597843e-03       8.876977742133e-06       9.998850724924e-01      -7.449673059439e-08       2.411401262639e-07      -1.229818556950e-10      -1.157680852201e-08      -1.020458221424e-11      -1.233652122375e-08      -7.346906395866e-09      -7.346906395866e-09      -7.346906395866e-09      -4.145902352520e-10 
       1.835427662021e-04      -4.798049598077e-03      -3.603110349369e-03      -3.603148864407e-03      -4.797317487767e-03      -4.065391192069e-03      -4.065391192069e-03      -4.065391192069e-03      -3.661986052358e-03      -3.631893566629e-03       6.110970394593e-01       5.976609765646e-01       7.206297728815e-03       9.733307479583e-06       9.998739878844e-01      -8.167740833308e-08       2.643684207024e-07      -1.348357386782e-10      -1.391722614677e-08      -1.226851423776e-11      -1.483035780067e-08      -8.832230181851e-09      -8.832230181851e-09      -8.832230181851e-09      -4.984066019255e-10 
       1.921928702784e-04      -5.260268102854e-03      -3.950698884855e-03      -3.950745190774e-03      -5.259388040071e-03      -4.457131153541e-03      -4.457131153541e-03      -4.457131153541e-03      -4.015244717726e-03      -3.982242820164e-03       6.110878958011e-01       5.976543952794e-01       7.901490381549e-03       1.067223313542e-05       9.998618345181e-01      -8.954950814649e-08       2.898303717360e-07      -1.478309996836e-10      -1.673065824417e-08      -1.475016478881e-11      -1.782816243248e-08      -1.061776134124e-08      -1.061776134124e-08      -1.061776134124e-08      -5.991631987402e-10 
       2.012506412004e-04      -5.766941426255e-03      -4.331815459910e-03      -4.331871130455e-03      -5.765883529617e-03      -4.886568133010e-03      -4.886568133010e-03      -4.886568133010e-03      -4.402576397182e-03      -4.366383179684e-03       6.110778691383e-01       5.976471783079e-01       8.663742260910e-03       1.170171908322e-05       9.998485094835e-01      -9.817948124699e-08       3.177399806727e-07      -1.620773039091e-10      -2.011266356848e-08      -1.773293774336e-11      -2.143172832291e-08      -1.276415094916e-08      -1.276415094916e-08      -1.276415094916e-08      -7.202822175246e-10 
       2.107352917145e-04      -6.322330356449e-03      -4.749693434595e-03      -4.749760364776e-03      -6.321058709286e-03      -5.357319388536e-03      -5.357319388536e-03      -5.357319388536e-03      -4.827266655507e-03      -4.787572725024e-03       6.110668770099e-01       5.976392654483e-01       9.499520729552e-03       1.283049729437e-05       9.998338998427e-01      -1.076401461782e-07       3.483316184525e-07      -1.776947919858e-10      -2.417808830370e-08      -2.131928544537e-11      -2.576339187052e-08      -1.534429514804e-08      -1.534429514804e-08      -1.534429514804e-08      -8.658769850478e-10 
       2.206669400361e-04      -6.931101094160e-03      -5.207877858381e-03      -5.207958327266e-03      -6.929572526533e-03      -5.873347206505e-03      -5.873347206505e-03      -5.873347206505e-03      -5.292917669047e-03      -5.249383475094e-03       6.110548232078e-01       5.976305898803e-01       1.041591665453e-02       1.406814109521e-05       9.998178818608e-01      -1.180111979054e-07       3.818618536441e-07      -1.948151157202e-10      -2.906495121109e-08      -2.563161875311e-11      -3.097017461785e-08      -1.844580489558e-08      -1.844580489558e-08      -1.844580489558e-08      -1.040890809196e-09 
       2.310666525228e-04      -7.598363188460e-03      -5.710255482426e-03      -5.710352225492e-03      -7.596525837272e-03      -6.438991379656e-03      -6.438991379656e-03      -6.438991379656e-03      -5.803478672009e-03      -5.755731586982e-03       6.110416095174e-01       5.976210776615e-01       1.142070445098e-02       1.542514615508e-05       9.998003199340e-01      -1.293800403930e-07       4.186116598476e-07      -2.135824423699e-10      -3.493914962699e-08      -3.081505152923e-11      -3.722875738863e-08      -2.217397333927e-08      -2.217397333927e-08      -2.217397333927e-08      -1.251264883379e-09 
       2.419564883592e-04      -8.329710963745e-03      -6.261087633009e-03      -6.261203942997e-03      -8.327502494557e-03      -7.059004651302e-03      -7.059004651302e-03      -7.059004651302e-03      -6.363279466304e-03      -6.310910444071e-03       6.110271223968e-01       5.976106488397e-01       1.252240788599e-02       1.691301927235e-05       9.997810653213e-01      -1.418423577899e-07       4.588885196975e-07      -2.341547358815e-10      -4.200002005974e-08      -3.704719641063e-11      -4.475145215662e-08      -2.665533828914e-08      -2.665533828914e-08      -2.665533828914e-08      -1.504138887164e-09 
       2.533595463470e-04      -9.131268610993e-03      -6.865046292807e-03      -6.865186127195e-03      -9.128614120109e-03      -7.738591407591e-03      -7.738591407591e-03      -7.738591407591e-03      -6.977066929673e-03      -6.919626942578e-03       6.110112393788e-01       5.975992146983e-01       1.373037225439e-02       1.854437559007e-05       9.997599551960e-01      -1.555029810964e-07       5.030289882283e-07      -2.567049860310e-10      -5.048711918506e-08      -4.453967695945e-11      -5.379338233896e-08      -3.204196722853e-08      -3.204196722853e-08      -3.204196722853e-08      -1.808092756481e-09 
       2.653000139012e-04      -1.000973934251e-02      -7.527253615840e-03      -7.527421734723e-03      -1.000654882494e-02      -8.483449867387e-03      -8.483449867387e-03      -8.483449867387e-03      -7.650045179749e-03      -7.587041242752e-03       6.109938257524e-01       5.975866785371e-01       1.505484346945e-02       2.033304514459e-05       9.997368107841e-01      -1.704766673677e-07       5.514013229228e-07      -2.814226504510e-10      -6.068830236775e-08      -5.354827396242e-11      -6.466108665757e-08      -3.851659176519e-08      -3.851659176519e-08      -3.851659176519e-08      -2.173436611867e-09 
       2.778032183543e-04      -1.097245884021e-02      -8.253325253424e-03      -8.253527374669e-03      -1.096862416646e-02      -9.299818048849e-03      -9.299818048849e-03      -9.299818048849e-03      -8.387919486149e-03      -8.318810327759e-03       6.109747350673e-01       5.975729336993e-01       1.650705474934e-02       2.229418966486e-05       9.997114364957e-01      -1.868891403036e-07       6.044084349640e-07      -3.085151677129e-10      -7.294947239179e-08      -6.437749278527e-11      -7.772287867425e-08      -4.629879250492e-08      -4.629879250492e-08      -4.629879250492e-08      -2.612559231577e-09 
